"country"	"country_code"	"1950-1955"	"1955-1960"	"1960-1965"	"1965-1970"	"1970-1975"	"1975-1980"	"1980-1985"	"1985-1990"	"1990-1995"	"1995-2000"	"2000-2005"	"2005-2010"	"2010-2015"	"last.observed"
"Belize"	84	57.3	60.01	62.66	65.41	68	70.41	72.29	73.6	73.12	71.46	71.63	72.39	72.72	2013
"Costa Rica"	188	57.29	60.2	63.82	66.89	69.82	73	76.25	77.87	78.67	79.46	80.18	80.83	81.69	2013
"El Salvador"	222	47.1	50.59	53.9	56.66	59.18	61.05	63.14	66.92	70.68	72.53	74.08	75.63	77.08	2013
"Guatemala"	320	42.3	44.7	47.9	51.3	55.4	57.98	60.57	63.68	66.78	69.98	72.5	73.77	74.98	2013
"Honduras"	340	43.12	46.29	49.79	52.97	56.16	59.86	63.79	67.71	70.06	72.3	73.44	74.47	75.4	2013
"Mexico"	484	52.54	57.26	60.58	62.49	65.15	68.55	71.16	72.98	74.62	76.07	77.36	78.12	78.93	2013
"Nicaragua"	558	43.73	46.76	50	53.41	56.81	60	62.61	65.5	68.7	71.06	73.82	75.85	77.48	2013
"Panama"	591	57.79	60.51	63.32	65.65	68.49	71.52	73.67	75.39	76.49	77.2	78.24	79.41	80.49	2013
"South America"	931	53.7088537	56.24419648	58.89316886	61.36350958	63.86208793	65.64197715	67.71617145	69.61223994	71.5517576	73.65806822	75.52848096	76.85356712	78.03687073	NA
"Argentina"	32	65.14	67.44	68.62	69.33	70.78	72.22	73.74	74.62	75.8	76.95	78.1	79.01	79.83	2013
"Bolivia (Plurinational State of)"	68	41.42	42.74	44.27	46.03	48.04	50.27	52.74	55.43	58.29	61.26	64.28	67.29	70.21	2013
"Brazil"	76	52.58	54.71	57.58	60.59	63.24	64.54	66.13	68.14	70.32	72.84	74.98	76.43	77.86	2013
"Chile"	152	56.06	58.85	61.68	64.53	67.31	70	72.55	74.95	77.17	79.2	81.03	82.67	84.12	2013
"Colombia"	170	52.34	56.88	59.68	61.83	63.85	66.25	70.22	71.69	73.02	74.22	75.42	76.61	77.39	2013
"Ecuador"	218	49.91	52.88	56.07	58.22	60.47	63.55	66.69	70.01	72.87	75.15	76.75	77.54	78.37	2013
"French Guiana"	254	56.9	59.85	63.2	67.95	69.5	70.46	73	74.5	76	77.5	80.13	81.41	82.58	2013
"Guyana"	328	61.59	62.51	63.34	64.13	64.59	65.37	66.13	66.95	67.41	67.81	68.15	68.41	68.59	2013
"Paraguay"	600	64.66	65.23	66.42	66.99	68.09	68.71	69.31	69.89	70.8	71.72	72.92	73.92	74.92	2013
"Peru"	604	45	47.5	50.49	52.99	57.24	60.48	63.74	66.69	69.2	71.86	74.32	75.87	76.84	2013
"Suriname"	740	57.69	60.48	62.48	64.47	66.47	67.67	69.79	70.69	71.11	71.4	71.71	73.11	74.18	2013
"Uruguay"	858	69.4	70.43	71.64	71.92	72.2	73.12	74.54	75.81	76.92	77.99	78.94	79.71	80.44	2013
"Venezuela (Bolivarian Republic of)"	862	56.28	59.4	62.51	65.57	68.55	70.39	71.77	72.39	73.2	75.36	77.18	77.66	78.24	2013
"Northern America"	905	71.65595369	72.97510024	73.65833954	74.26086641	75.3065126	77.12580033	78.05802465	78.50729014	79.19075803	79.51062852	79.93552899	80.82738271	81.4973078	NA
"Canada"	124	71.48	73.21	74.53	75.6	76.64	77.96	79.28	80.05	80.81	81.27	82.11	82.9	83.78	2013
"United States of America"	840	71.69	72.97	73.59	74.15	75.19	77.04	77.94	78.36	79.02	79.33	79.71	80.6	81.25	2013
"Oceania"	909	63.05196322	65.18049922	66.77130436	68.09291329	69.46453993	71.43112912	73.71496591	74.16623602	75.65015704	76.46877933	77.67311265	78.97346143	79.70839008	NA
"Australia/New Zealand"	927	72.22674844	73.55367719	74.25866385	74.46508037	75.16322344	76.89868495	78.34937148	78.9953882	80.34569268	81.30755432	82.48944842	83.46080669	84.12668508	NA
"Australia"	36	72.3	73.64	74.31	74.46	75.22	77.11	78.68	79.34	80.6	81.57	82.74	83.71	84.28	2013
"New Zealand"	554	71.95	73.23	74.06	74.47	74.9	75.94	76.84	77.4	79.1	80.04	81.26	82.23	83.35	2013
"Melanesia"	928	38.50914461	41.26054504	44.19109704	48.16534569	51.40773781	54.71008661	59.15535516	59.29360957	61.10823219	62.11687238	63.59639991	65.36880286	66.25463689	NA
"Fiji"	242	54.68	56.98	59.02	60.85	62.49	63.91	65.5	66.95	68.29	69.55	70.74	71.9	72.89	2013
"New Caledonia"	540	52.09	55.99	59.9	63.31	66.26	68.82	71.03	72.93	74.58	76	77.24	78.32	79.31	2013
"Papua New Guinea"	598	35.69	38.18	41	45.18	48.68	52.23	57.46	57.6	59.54	60.39	61.78	63.66	64.49	2013
"Solomon Islands"	90	46.4	48.9	51.4	53.9	56.4	58.9	59.53	56.29	58.82	62	66	67.76	69.03	2013
"Vanuatu"	548	43.42	46.48	49.47	52.48	55.62	58.73	61.83	63.59	65.84	68.22	70.32	72.06	73.6	2013
"Micronesia"	954	54.97008752	56.91350128	59.20811048	61.34982951	63.54437185	65.20092108	66.35769914	67.8926881	69.63724269	71.43127707	73.04057221	74.30967425	75.29766863	NA
"Guam"	316	59.68	62.18	64.68	67.08	69.23	70.98	72.48	73.83	75.03	76.6	78.5	80.3	81.47	2013
"Kiribati"	296	48.61	50.22	52.8	55.25	57.73	58.86	59.6	61.75	64.61	66.27	67.5	68.14	68.93	2013
"Micronesia (Fed. States of)"	583	55.15	57.15	59.15	61.15	63.25	65.35	65.91	66.48	67.04	67.6	68.2	69.11	69.85	2013
"Polynesia"	957	52.48618507	56.14017379	58.40742927	60.75396439	62.76852513	64.84371569	67.68173926	69.73537676	71.19725053	73.08102095	74.61054047	75.92651914	77.11397194	NA
"French Polynesia"	258	50	56.36	58.79	61.25	62.96	64.88	69.03	70.77	71.55	74.32	76.05	77.45	78.55	2013
"Samoa"	882	49.6	52.1	54.6	57.1	59.6	62.1	64.6	67.1	69.7	71.9	73.55	74.89	76.39	2013
"Tonga"	776	58.72	60.72	62.72	64.72	66.52	68.02	69.52	70.82	71.35	72.14	73.52	74.7	75.56	2013
