"country"	"country_code"	"1950-1955"	"1955-1960"	"1960-1965"	"1965-1970"	"1970-1975"	"1975-1980"	"1980-1985"	"1985-1990"	"1990-1995"	"1995-2000"	"2000-2005"	"2005-2010"	"2010-2015"	"last.observed"
"Curacao"	531	5.07	5.1	4.399	3.8	2.87	2.45	2.25	2.3	2.28	2.121	2.0915	1.9792	2.1	2013
"Dominican Republic"	214	7.5995	7.6405	7.3505	6.6495	5.6795	4.76	4.15	3.6495	3.3095	2.98	2.83	2.67	2.5262	2013
"Grenada"	308	5.8	6.7	6.4	4.8	4.6	4.3	4.23	4.14	3.46	2.8144	2.4289	2.3023	2.1826	2013
"Guadeloupe"	312	5.61	5.61	5.61	5.22	4.49	3.52	2.55	2.45	2.097	2.1	2.059	2.1431	2.17	2013
"Haiti"	332	6.3	6.3	6.3	6	5.6005	5.8	6.2099	5.6998	5.1499	4.6192	3.9984	3.5476	3.1299	2013
"Jamaica"	388	4.22	5.08	5.64	5.78	5	4	3.55	3.1	2.84	2.7	2.45	2.28	2.08	2013
"Martinique"	474	5.71	5.71	5.45	5	4.08	2.65	2.14	2.14	1.962	1.9	1.924	2.039	1.9525	2013
"Puerto Rico"	630	4.97	4.82	4.37	3.41	2.99	2.76	2.46	2.26	2.18	1.985	1.82	1.7	1.6423	2013
"Saint Lucia"	662	6	6.938	6.794	6.479	5.691	5.2	4.2	3.65	3.15	2.6	2.1	2.04	1.9218	2013
"St. Vincent and the Grenadines"	670	7.33	7.33	7.02	6.41	5.54	4.42	3.64	3.1	2.85	2.55	2.237	2.132	2.0084	2013
"Trinidad and Tobago"	780	5.3	5.3	5.04	3.81	3.45	3.24	3.28	2.75	2.18	1.82	1.75	1.8	1.7959	2013
"United States Virgin Islands"	850	5.2509	5.4926	5.6723	5.5225	4.6577	3.4884	2.9711	3.0216	2.7945	2.1936	2.1397	2.4359	2.3	2013
"Central America"	916	6.752292604	6.779562798	6.729348573	6.650896211	6.520299877	5.465567441	4.595256686	3.982542371	3.492822972	3.105184067	2.788456939	2.541991372	2.368358334	NA
"Belize"	84	6.65	6.55	6.45	6.35	6.25	6.2	5.4	4.7	4.347	3.85	3.35	2.84	2.64	2013
"Costa Rica"	188	5.9462	6.3916	6.28	5.2603	4.0588	3.704	3.5009	3.3066	3.0069	2.6139	2.1674	2.0074	1.8507	2013
"El Salvador"	222	6.3616	6.5973	6.6665	6.3622	5.9472	5.4211	4.7457	4.1669	3.6895	3.1956	2.6178	2.2281	1.9728	2013
"Guatemala"	320	7	6.6	6.5	6.3	6.2	6.2005	6.1	5.5	5.15	4.7	4.155	3.61	3.3002	2013
"Honduras"	340	7.497	7.497	7.418	7.421	7.05	6.6	5.9995	5.37	4.916	4.344	3.6307	2.9869	2.47	2013
"Mexico"	484	6.75	6.78	6.75	6.75	6.71	5.4	4.37	3.75	3.25	2.89	2.63	2.43	2.29	2013
"Nicaragua"	558	7.2	7.5001	7.1	6.9501	6.79	6.35	5.85	5	4.2	3.4	2.8445	2.5595	2.3183	2013
"Panama"	591	5.7641	5.8725	5.79	5.4142	4.8822	4.1869	3.6272	3.2383	2.92	2.8134	2.6051	2.5403	2.4785	2013
"South America"	931	5.695795663	5.716750319	5.736183827	5.222300603	4.613223354	4.252326913	3.784861267	3.270074725	2.856002653	2.622181361	2.413685242	2.148883565	2.046768495	NA
"Argentina"	32	3.154	3.1265	3.0895	3.049	3.1455	3.44	3.15	3.053	2.9	2.63	2.515	2.4	2.345	2013
"Bolivia (Plurinational State of)"	68	6.89	6.772	6.614	6.409	6.15	5.89	5.514	5.085	4.7039	4.2892	3.8184	3.3907	3.0424	2013
"Brazil"	76	6.1505	6.1505	6.1505	5.38	4.7175	4.305	3.8	3.1	2.6	2.45	2.2505	1.9	1.8184	2013
"Chile"	152	5.1522	5.1771	4.9638	4.4586	3.565	2.9315	2.6554	2.6002	2.3779	2.1604	2.0011	1.8773	1.7823	2013
"Colombia"	170	6.76	6.76	6.76	6.181	4.9005	4.2532	3.7	3.1752	2.842	2.5	2.3	2.1	1.9339	2013
"Ecuador"	218	6.75	6.75	6.65	6.4	5.8001	5.05	4.45	4	3.55	3.2	2.884	2.7294	2.5863	2013
"French Guiana"	254	5	4.92	5.02	5	4.18	3.3	3.58	3.73	4.05	3.9265	3.6758	3.634	3.4843	2013
"Guyana"	328	5.6168	5.8685	5.5565	5.2833	4.995	4.5246	4.1101	3.7656	3.4411	3.1166	2.9498	2.77	2.5988	2013
"Paraguay"	600	6.5	6.5	6.45	6.15	5.3505	5.2	5.12	4.77	4.3095	3.88	3.2397	2.8922	2.5988	2013
"Peru"	604	6.95	6.95	6.95	6.7	6	5.4	4.65	4.1	3.57	3.1	2.8	2.5995	2.5	2013
"Suriname"	740	6.56	6.56	6.56	5.945	5.289	4.203	3.7	3.4152	3.1576	2.9195	2.7115	2.5383	2.3998	2013
"Uruguay"	858	2.73	2.83	2.9	2.8	3	2.89	2.57	2.53	2.49	2.3	2.2	2.12	2.04	2013
"Venezuela (Bolivarian Republic of)"	862	6.4585	6.4585	6.657	5.9045	4.941	4.4685	3.957	3.6485	3.25	2.9415	2.723	2.547	2.4047	2013
"Northern America"	905	3.353798992	3.691882009	3.422306212	2.582675437	2.013972281	1.767979134	1.787217172	1.885073124	1.996967913	1.954245899	1.991376066	2.018239678	1.86342491	NA
"Canada"	124	3.645	3.882	3.675	2.61	1.976	1.734	1.634	1.616	1.694	1.562	1.516	1.636	1.61	2013
"United States of America"	840	3.33	3.6745	3.3959	2.5791	2.0178	1.7718	1.8044	1.9146	2.0297	1.9965	2.042	2.059	1.8902	2013
"Oceania"	909	3.835527597	4.050239861	3.949298592	3.54640801	3.229118412	2.718021787	2.57958635	2.491867964	2.492347522	2.454693161	2.428414763	2.513695684	2.421965608	NA
"Australia/New Zealand"	927	3.273646752	3.528683429	3.411944357	2.956449492	2.58988282	2.023141336	1.921639829	1.889080714	1.897699639	1.815058098	1.804209687	1.985064316	1.939862208	NA
"Australia"	36	3.18	3.406	3.274	2.871	2.535	1.989	1.91	1.859	1.8628	1.7866	1.7739	1.9525	1.9174	2013
"New Zealand"	554	3.688	4.07	4.022	3.348	2.843	2.178	1.9727	2.0311	2.067	1.9525	1.949	2.1418	2.05	2013
"Melanesia"	928	6.305484477	6.346955901	6.235037693	6.010720595	5.796082868	5.545137923	5.17600506	4.730305613	4.490645908	4.395764255	4.152521564	3.925963666	3.66729987	NA
"Fiji"	242	6.625	6.792	5.953	5	4.2	4	3.8	3.47	3.35	3.19	2.98	2.75	2.605	2013
"New Caledonia"	540	5.2231	5.2231	5.2231	5.2119	5.2028	3.9055	3.3399	3.025	2.9366	2.5762	2.26	2.2427	2.1339	2013
"Papua New Guinea"	598	6.238	6.259	6.278	6.214	6.087	5.871	5.474	4.966	4.703	4.637	4.385	4.133	3.8376	2013
"Solomon Islands"	90	6.4	6.4	6.4	6.539	7.236	7.041	6.431	6.125	5.532	4.905	4.6	4.4	4.0577	2013
"Vanuatu"	548	7.6	7.35	7	6.46	6.11	5.75	5.4	5.04	4.83	4.59	4.11	3.63	3.4113	2013
"Micronesia"	954	6.254040065	6.426544822	6.465112607	5.841000469	5.278506532	4.80376988	4.395650397	4.005429039	3.665506278	3.31611591	2.991053866	2.876066606	2.840341689	NA
"Guam"	316	5.527	5.828	6.03	4.724	4.12	3.516	3.08	3.139	2.88	2.88	2.74	2.539	2.4192	2013
"Kiribati"	296	6.1	6.6	6.7808	6.0397	4.9973	5.1	5	4.8	4.553	4.198	3.96	3.88	3.7875	2013
"Micronesia (Fed. States of)"	583	7.2	7	6.9	6.9	6.9	6.4	6	5.2	4.7932	4.5275	4.05	3.622	3.3255	2013
"Polynesia"	957	6.775641832	6.860537966	6.819364593	6.387675731	5.744386158	5.228117461	4.792714462	4.37134205	3.957883195	3.553846218	3.320151159	3.165834426	2.954504269	NA
"French Polynesia"	258	6	5.861	5.4381	5.199	4.8575	4.229	3.815	3.6447	3.1094	2.6133	2.3608	2.1673	2.0708	2013
"Samoa"	882	7.6297	7.6297	7.6291	7.3526	6.9977	6.4889	5.9103	5.3533	4.9223	4.6203	4.4359	4.4675	4.1643	2013
"Tonga"	776	7.3	7.3	7.3	6.5	5.5	5.5	5.5	4.7363	4.615	4.2912	4.2278	4.0342	3.7886	2013
