"country"	"country_code"	"age"	2020	2025	2030	2035	2040	2045	2050	2055	2060	2065	2070	2075	2080	2085	2090	2095	2100
"Nigeria"	566	"35-39"	5821.262	6461.658	7251.311	8443.678	10043.91	11709.408	13417.977	14076.087	14937.629	15888.507	17133.041	18108.221	18724.85	19066.729	19251.796	19358.568	19393.163
"Nigeria"	566	"40-44"	4839.382	5568.82	6203.331	6982.837	8157.707	9730.473	11374.162	13068.176	13740.603	14604.138	15557.676	16803.09	17784.655	18413.454	18770.079	18968.598	19094.062
"Nigeria"	566	"45-49"	3848.3	4589.779	5301.458	5925.343	6693.428	7842.324	9381.24	10997.632	12668.585	13344.17	14207.862	15163.739	16404.56	17388.701	18029.947	18401.327	18622.872
"Nigeria"	566	"50-54"	2981.19	3600.413	4311.399	4998.266	5607.938	6354.031	7467.522	8961.081	10535.354	12161.034	12835.495	13695.593	14644.63	15870.557	16857.867	17509.454	17906.475
"Nigeria"	566	"55-59"	2357.451	2727.122	3308.025	3978.129	4632.373	5214.828	5928.977	6992.948	8419.876	9923.954	11484.133	12153.341	12998.894	13930.617	15145.876	16130.772	16806.061
"Nigeria"	566	"60-64"	1785.523	2072.807	2410.291	2939.007	3553.826	4155.352	4697.885	5365.259	6355.139	7678.433	9081.361	10547.893	11200.161	12017.292	12946.842	14137.084	15130.963
"Nigeria"	566	"65-69"	1246.866	1468.209	1715.419	2007.861	2465.427	2997.174	3524.155	4007.833	4603.269	5479.335	6652.83	7909.581	9231.25	9846.934	10655.022	11558.47	12720.355
"Nigeria"	566	"70-74"	825.242	914.72	1086.13	1280.093	1512.333	1871.421	2293.597	2720.084	3119.236	3610.524	4331.049	5301.687	6351.233	7466.159	8073.43	8833.8	9704.547
"Nigeria"	566	"75-79"	428.975	496.061	556.324	668.795	798.752	955.265	1197.26	1487.168	1786.85	2076.195	2434.757	2960.705	3670.464	4450.245	5346.143	5885.611	6571.375
"Nigeria"	566	"80-84"	153.743	187.411	220.355	251.52	308.141	375.078	457.505	585.34	741.785	910.954	1081.469	1296.727	1609.706	2034.832	2548.522	3146.312	3571.977
"Nigeria"	566	"85-89"	33.827	41.726	52.053	62.726	73.499	92.615	116.049	145.875	192.161	252.014	320.027	393.2	486.649	622.361	822.947	1071.169	1381.388
"Nigeria"	566	"90-94"	3.909	4.779	6.081	7.84	9.783	11.919	15.628	20.4	26.679	36.92	50.793	67.711	86.999	112.27	151.962	211.176	290.897
"Nigeria"	566	"95-99"	0.241	0.291	0.366	0.481	0.642	0.834	1.058	1.447	1.968	2.716	3.962	5.749	8.052	10.832	14.804	21.111	31.176
"Nigeria"	566	"100+"	0.012	0.014	0.017	0.022	0.029	0.039	0.052	0.067	0.093	0.13	0.184	0.274	0.408	0.586	0.815	1.149	1.704
"Senegal"	686	"0-4"	1350.923	1398.302	1463.079	1574.703	1679.442	1750.085	1788.148	1798.288	1803.35	1814.696	1824.507	1817.979	1789.703	1740.779	1681.24	1621.365	1560.16
"Senegal"	686	"5-9"	1306.208	1341.103	1390.301	1455.948	1568.073	1673.396	1744.618	1783.315	1793.908	1799.398	1811.131	1821.261	1815.053	1787.08	1738.45	1679.154	1619.497
"Senegal"	686	"10-14"	1092.041	1299.372	1335.371	1385.131	1451.176	1563.62	1669.228	1740.85	1779.872	1790.821	1796.641	1808.645	1819.014	1813.059	1785.317	1736.889	1677.761
"Senegal"	686	"15-19"	923.672	1082.575	1290.008	1326.487	1376.593	1442.975	1555.598	1661.624	1733.705	1773.261	1784.769	1791.087	1803.549	1814.362	1808.852	1781.518	1733.456
"Senegal"	686	"20-24"	778.03	906.036	1064.943	1271.726	1308.659	1359.212	1425.944	1539.22	1646.009	1719.031	1759.656	1772.217	1779.555	1792.992	1804.753	1800.098	1773.582
"Senegal"	686	"25-29"	673.637	757.274	885.203	1043.392	1249.191	1286.646	1337.597	1405.308	1519.445	1627.227	1701.458	1743.334	1757.208	1765.832	1780.508	1793.361	1789.731
"Senegal"	686	"30-34"	576.523	654.894	738.636	865.854	1023.164	1227.941	1265.856	1317.751	1386.513	1501.503	1610.244	1685.566	1728.655	1743.811	1753.694	1769.442	1783.274
"Senegal"	686	"35-39"	468.783	560.379	638.687	721.986	848.358	1004.745	1208.353	1247.23	1300.229	1370.028	1485.799	1595.36	1671.694	1715.956	1732.37	1743.3	1759.978
"Senegal"	686	"40-44"	373.314	454.71	545.668	623.432	706.201	831.695	987.039	1189.646	1229.781	1283.961	1354.805	1471.24	1581.58	1658.931	1704.39	1721.882	1733.771
"Senegal"	686	"45-49"	284.24	360.107	440.45	530.281	607.364	689.637	814.112	968.482	1170.027	1211.659	1267.156	1339.068	1456.186	1567.352	1645.865	1692.402	1710.973
"Senegal"	686	"50-54"	210.791	271.233	345.248	424.073	512.358	588.699	670.372	793.711	946.885	1147.02	1190.46	1247.411	1320.581	1438.476	1550.693	1630.244	1677.919
"Senegal"	686	"55-59"	161.172	197.461	255.438	327.166	403.887	490.296	565.718	646.769	768.674	920.359	1118.656	1164.243	1223.081	1297.86	1416.846	1529.887	1610.533
"Senegal"	686	"60-64"	122.243	146.602	180.665	235.859	304.373	378.42	462.337	536.617	616.786	736.908	886.643	1082.29	1130.774	1192.105	1269.132	1388.867	1502.68
"Senegal"	686	"65-69"	90.302	105.993	128.004	159.829	210.979	275.161	345.4	425.756	498.101	576.992	694.451	840.977	1032.872	1085.065	1149.779	1228.687	1348.774
"Senegal"	686	"70-74"	59.353	71.955	85.285	105.076	133.415	179.02	237.016	301.678	376.548	445.986	522.648	635.531	777.301	963.247	1020.378	1087.86	1168.368
"Senegal"	686	"75-79"	39.041	40.494	49.898	61.03	77.21	100.612	138.326	187.331	243.384	310.044	374.368	446.305	551.953	685.466	861.704	922.499	992.137
"Senegal"	686	"80-84"	18.347	20.557	21.897	28.302	36.043	47.454	64.223	91.515	128.065	171.951	226.061	280.816	344.479	437.237	556.546	712.659	774.79
"Senegal"	686	"85-89"	5.304	6.478	7.585	8.625	11.799	15.9	22.111	31.537	47.181	69.4	97.824	134.477	174.939	223.926	296.095	388.856	511.354
"Senegal"	686	"90-94"	0.798	1.059	1.383	1.759	2.15	3.164	4.585	6.842	10.429	16.725	26.369	39.67	58.45	81.152	110.707	153.878	211.036
"Senegal"	686	"95-99"	0.059	0.085	0.123	0.174	0.239	0.315	0.502	0.787	1.268	2.099	3.665	6.274	10.336	16.619	25.174	36.839	54.496
"Senegal"	686	"100+"	0.003	0.004	0.006	0.01	0.014	0.021	0.029	0.049	0.081	0.14	0.25	0.471	0.885	1.608	2.856	4.731	7.504
"Sierra Leone"	694	"0-4"	496.61	486.557	474.249	471.806	460.307	440.118	416.111	390.355	367.003	343.872	320.546	296.592	273.42	252.445	233.253	216.02	199.598
"Sierra Leone"	694	"5-9"	482.653	478.116	470.243	460.006	458.995	448.966	430.3	407.672	383.186	360.801	338.533	315.937	292.682	270.084	249.568	230.817	213.909
"Sierra Leone"	694	"10-14"	448.455	471.61	468.281	461.572	452.315	452.054	442.808	424.941	403.064	379.19	357.337	335.495	313.305	290.404	268.103	247.863	229.329
"Sierra Leone"	694	"15-19"	393.559	438.955	462.681	460.307	454.409	445.893	446.208	437.589	420.362	399.026	375.651	354.174	332.69	310.818	288.198	266.175	246.154
"Sierra Leone"	694	"20-24"	333.535	380.784	426.284	450.804	449.597	444.79	437.288	438.37	430.581	414.111	393.506	370.679	349.715	328.688	307.224	285.029	263.354
"Sierra Leone"	694	"25-29"	281.084	320.377	367.394	412.969	438.11	438.086	434.422	427.971	429.87	422.848	407.206	387.22	365.035	344.619	324.084	303.13	281.37
"Sierra Leone"	694	"30-34"	244.52	269.91	308.969	355.71	401.111	426.684	427.635	424.911	419.383	421.866	415.529	400.442	381.074	359.475	339.559	319.549	299.041
"Sierra Leone"	694	"35-39"	207.395	234.138	259.564	298.336	344.601	389.714	415.587	417.371	415.515	410.724	413.752	407.858	393.368	374.609	353.59	334.25	314.732
"Sierra Leone"	694	"40-44"	167.689	197.292	223.775	249.153	287.403	333.043	377.681	403.713	406.311	405.181	401.141	404.48	399.109	385.259	367.154	346.855	328.105
"Sierra Leone"	694	"45-49"	131.342	157.991	186.822	212.912	237.988	275.513	320.218	364.114	390.185	393.442	393.061	389.557	393.267	388.455	375.318	358.051	338.527
"Sierra Leone"	694	"50-54"	100.603	121.93	147.465	175.287	200.64	225.16	261.502	304.825	347.593	373.314	377.209	377.308	374.44	378.486	374.266	362.058	345.728
"Sierra Leone"	694	"55-59"	78.414	91.126	111.121	135.195	161.526	185.764	209.222	243.82	285.162	326.065	351.111	355.34	356.044	353.901	358.255	354.849	343.725
"Sierra Leone"	694	"60-64"	59.773	68.078	79.688	97.882	119.845	144.048	166.424	188.243	220.311	258.601	296.75	320.324	324.998	326.411	325.153	329.967	327.492
"Sierra Leone"	694	"65-69"	42.39	48.359	55.565	65.625	81.259	100.259	121.239	140.871	160.242	188.464	222.3	256.023	277.412	282.448	284.597	284.527	289.629
"Sierra Leone"	694	"70-74"	29.055	30.447	35.128	40.83	48.734	60.974	75.892	92.541	108.424	124.237	147.192	174.645	202.385	220.564	225.766	228.82	229.914
"Sierra Leone"	694	"75-79"	14.759	16.994	18.075	21.187	24.993	30.274	38.399	48.422	59.823	70.913	82.206	98.389	117.975	138.076	151.866	156.998	160.489
"Sierra Leone"	694	"80-84"	5.016	6.231	7.322	7.957	9.523	11.47	14.187	18.359	23.621	29.716	35.866	42.284	51.492	62.753	74.561	83.345	87.373
"Sierra Leone"	694	"85-89"	1.011	1.308	1.67	2.02	2.258	2.781	3.453	4.398	5.859	7.741	9.999	12.388	15	18.727	23.354	28.44	32.473
"Sierra Leone"	694	"90-94"	0.1	0.137	0.184	0.243	0.306	0.355	0.455	0.588	0.779	1.076	1.473	1.975	2.541	3.186	4.107	5.3	6.648
"Sierra Leone"	694	"95-99"	0.005	0.007	0.01	0.014	0.019	0.025	0.031	0.041	0.055	0.076	0.109	0.155	0.216	0.289	0.375	0.501	0.668
"Sierra Leone"	694	"100+"	0	0	0	0.001	0.001	0.001	0.002	0.002	0.003	0.004	0.005	0.007	0.01	0.015	0.02	0.027	0.036
"Togo"	768	"0-4"	589.866	602.063	621.898	656.542	681.32	689.886	687.918	683.008	676.511	668.821	654.745	633.709	606.533	578.997	550.014	520.954	491.82
"Togo"	768	"5-9"	567.459	577.23	591.09	612.274	648.232	674.285	684.091	683.236	678.971	673.001	665.761	652.071	631.368	604.49	577.208	548.413	519.51
"Togo"	768	"10-14"	512.062	562.312	572.747	587.158	608.812	645.124	671.55	681.748	681.141	677.098	671.317	664.247	650.704	630.141	603.397	576.219	547.52
"Togo"	768	"15-19"	443.058	507.506	557.987	568.908	583.672	605.617	642.131	668.813	679.18	678.762	674.896	669.268	662.339	648.937	628.515	601.908	574.857
"Togo"	768	"20-24"	373.395	436.469	500.968	551.714	563.096	578.26	600.538	637.309	664.11	674.689	674.527	670.908	665.506	658.793	645.619	625.445	599.083
"Togo"	768	"25-29"	326.716	366.429	429.401	493.898	544.646	556.482	572.048	594.697	631.491	658.394	669.197	669.312	665.964	660.83	654.375	641.499	621.635
"Togo"	768	"30-34"	290.48	320.314	360.124	422.944	487.134	537.831	550.075	566.039	588.787	625.565	652.547	663.546	663.92	660.837	655.969	649.813	637.244
"Togo"	768	"35-39"	247.44	284.112	314.089	353.928	416.281	480.108	530.716	543.4	559.527	582.363	619.106	646.153	657.352	658.011	655.227	650.702	644.862
"Togo"	768	"40-44"	199.843	240.842	277.334	307.369	346.917	408.674	472.02	522.495	535.44	551.775	574.736	611.44	638.566	650.02	651.034	648.672	644.536
"Togo"	768	"45-49"	152.274	192.886	233.235	269.377	299.12	338.23	399.149	461.8	511.875	525.196	541.829	564.962	601.618	628.86	640.663	642.197	640.353
"Togo"	768	"50-54"	113.772	144.987	184.357	223.697	258.956	288.184	326.553	386.167	447.72	497.215	511.023	528.033	551.371	587.92	615.291	627.587	629.779
"Togo"	768	"55-59"	86.444	105.968	135.638	173.188	210.764	244.681	273.042	310.222	368.127	428.134	476.783	491.252	508.775	532.373	568.749	596.308	609.247
"Togo"	768	"60-64"	65.093	77.684	95.733	123.165	157.885	192.886	224.764	251.738	287.655	343.094	400.828	448.206	463.542	481.7	505.597	541.698	569.454
"Togo"	768	"65-69"	47.414	55.211	66.315	82.24	106.373	137.08	168.331	197.141	222.799	256.637	308.277	362.473	407.717	423.915	442.648	466.69	502.097
"Togo"	768	"70-74"	31.447	36.434	42.794	51.847	64.817	84.512	109.765	135.83	161.371	184.713	215.184	261.153	309.987	351.677	368.499	387.565	411.377
"Togo"	768	"75-79"	17.362	20.271	23.793	28.313	34.772	44.056	58.2	76.567	96.925	117.517	136.972	162.239	199.97	240.724	276.621	293.34	312.007
"Togo"	768	"80-84"	6.902	8.398	10	11.97	14.576	18.307	23.707	31.989	43.54	56.837	70.84	84.707	102.792	129.542	159.157	186.433	201.348
"Togo"	768	"85-89"	1.757	2.157	2.7	3.308	4.11	5.187	6.743	9.028	12.769	18.145	24.629	31.847	39.455	49.476	64.285	81.304	97.947
"Togo"	768	"90-94"	0.238	0.299	0.381	0.496	0.642	0.841	1.117	1.523	2.164	3.232	4.83	6.881	9.332	12.09	15.814	21.397	28.167
"Togo"	768	"95-99"	0.017	0.022	0.028	0.037	0.052	0.071	0.099	0.139	0.201	0.301	0.474	0.746	1.121	1.6	2.176	2.986	4.242
"Togo"	768	"100+"	0.001	0.001	0.001	0.002	0.003	0.004	0.005	0.008	0.011	0.016	0.025	0.041	0.068	0.106	0.158	0.224	0.321
"Asia"	935	"0-4"	166398.954	145790.246	131247.886	127134.222	121617.948	113163.699	102886.866	92818.179	84454.962	78630.047	73760.016	68741.991	63428.335	58180.907	53525.184	49627.435	46353.194
"Asia"	935	"5-9"	190932.169	165559.977	145047.328	130591.762	126557.389	121112.144	112721.129	102511.671	92498.04	84177.578	78386.84	73545.815	68554.15	63263.815	58036.709	53398.55	49515.934
"Asia"	935	"10-14"	186516.461	190218.867	165038.723	144545.696	130149.253	126147.734	120730.126	112370.281	102199.662	92219.912	83927.816	78160.994	73341.866	68370.327	63099.006	57889.307	53267.131
"Asia"	935	"15-19"	181772.716	185509.772	189261.149	164184.908	143765.494	129426.366	125454.494	120090.897	111787.43	101670.134	91739.97	83491.215	77762.976	72979.695	68042.493	62803.994	57625.219
"Asia"	935	"20-24"	180817.254	180520.122	184171.491	187982.6	162955.937	142651.907	128386.862	124523.437	119240.889	111017.939	100980.4	91121.174	82933.833	77260.496	72528.249	67638.649	62444.543
"Asia"	935	"25-29"	190834.443	179705.424	179301.443	182959.207	186728.648	161883.924	141697.166	127564.969	123783.351	118579.811	110438.384	100476.921	90684.383	82552.942	76927.392	72236.322	67383.893
"Asia"	935	"30-34"	195851.192	189290.073	178236.937	177921.383	181646.429	185500.013	160848.044	140833.387	126836.153	123135.874	118014.589	109952.966	100066.054	90338.746	82261.261	76678.302	72022.638
"Asia"	935	"35-39"	171446.658	193491.021	187101.345	176318.38	176105.739	179935.537	183894.395	159521.383	139717.407	125881.628	122288.127	117267.265	109305.319	99513.587	89870.812	81861.102	76332.841
"Asia"	935	"40-44"	154980.754	168682.504	190756.546	184500.646	173979.352	173889.443	177864.097	181978.56	157930.087	138377.119	124743.273	121275.221	116376.405	108538.22	98866.239	89324.594	81396.203
"Asia"	935	"45-49"	156370.343	151643.321	165464.424	187370.56	181392.11	171072.502	171181.006	175341.409	179632.001	155986.214	136760.763	123376.5	120060.632	115315.484	107637.521	98113.058	88695.607
"Asia"	935	"50-54"	145599.427	151950.257	147478.769	161203.807	183005.508	177286.62	167261.209	167629.345	172002.267	176492.412	153404.632	134613.796	121565.047	118453.953	113920.285	106452.064	97122.851
"Asia"	935	"55-59"	120759.419	139821.298	146136.2	141943.964	155495.246	177152.596	171751.887	162166.894	162852.923	167465.982	172221.735	149884.972	131688.549	119105.574	116279.248	112020.973	104830.459
"Asia"	935	"60-64"	95850.095	113187.995	131722.551	138080.273	134286.958	147567.682	168962.845	164087.983	155098.925	156170.007	161135.304	166209.043	144927.44	127581.094	115671.349	113222.491	109329.874
"Asia"	935	"65-69"	79177.496	86192.089	102620.636	120341.524	126779.018	123621.743	136505.812	157546.68	153391.286	145181.217	146813.652	152192.366	157660.636	137882.437	121762.271	110770.411	108813.674
"Asia"	935	"70-74"	50310.36	66910.514	73492.043	88515.792	104968.849	111509.968	109193.101	121527.859	141862.59	138583.473	131492.586	133741.602	139570.865	145507.741	127852.296	113392.742	103624.412
"Asia"	935	"75-79"	31024.136	38565.068	52042.968	57913.1	70894.15	85517.808	92011.102	90805.899	102175.917	121115.994	119001.625	113274.875	116153	122396.444	128811.15	113903.72	101579.572
"Asia"	935	"80-84"	18283.131	20664.258	26327.327	36142.112	40920.201	51276.477	63295.409	69388.569	69170.581	78886.364	95538.097	94524.1	90352.511	93721.268	100133.41	106674.606	95043.748
"Asia"	935	"85-89"	8336.194	9949.983	11585.584	15181.51	21266.373	24666.588	31841.38	40559.021	45518.919	45910.619	53319.451	66308.169	66216.162	63705.794	67170.577	73042.006	78972.55
"Asia"	935	"90-94"	2613.86	3400.484	4177.436	5027.678	6798.603	9784.915	11720.241	15728.233	20802.043	24030.514	24690.61	29304.942	37637.179	38197.979	37203.42	40060.938	44476.25
"Asia"	935	"95-99"	511.841	741.54	990.849	1250.061	1554.544	2179.007	3236.419	4043.641	5663.02	7794.863	9322.064	9811.419	11957.602	15975.525	16630.884	16504.496	18204.222
"Asia"	935	"100+"	68.485	101.839	150.386	206.55	267.8	343.581	486.902	740.776	990.636	1425.135	2036.519	2576.757	2888.064	3556.152	4830.622	5469.853	5722.197
"Eastern Asia"	906	"0-4"	40004.584	31502.235	26788.767	26262.374	25688.585	24185.913	21922.844	19265.359	16744.755	15509.822	14913.906	14253.64	13260.725	12040.383	10880.238	9993.169	9396.791
"Eastern Asia"	906	"5-9"	50213.121	39932.583	31451.025	26748.767	26227.55	25657.991	24159.246	21900.658	19246.596	16728.635	15495.35	14900.66	14241.59	13249.798	12030.57	10871.577	9985.385
"Eastern Asia"	906	"10-14"	47883.055	50146.416	39884.863	31416.103	26721.092	26203.016	25636.237	24140.582	21884.85	19233.102	16716.85	15484.789	14890.982	14232.794	13241.907	12023.58	10865.431
"Eastern Asia"	906	"15-19"	46255.745	47776.777	50045.668	39800.742	31344.31	26656.03	26140.902	25578.885	24087.988	21836.874	19189.243	16676.703	15447.812	14856.798	14201.393	13213.445	11997.945
"Eastern Asia"	906	"20-24"	48615.794	46078.015	47608.251	49883.848	39662.573	31223.43	26544.835	26038.387	25484.086	24000.713	21756.847	19116.046	16609.793	15386.477	14800.492	14150.088	13167.092
"Eastern Asia"	906	"25-29"	62863.582	48391.676	45877.846	47418.632	49703.859	39512.936	31095.75	26433.934	25936.601	25390.493	23915.024	21678.972	19045.729	16546.519	15328.966	14748.224	14102.893
"Eastern Asia"	906	"30-34"	74050.694	62562.832	48169.266	45682.234	47236.202	49531.703	39375.291	30986.167	26341.163	25852.239	25313.386	23845.043	21616.284	18990.24	16497.49	15285.111	14708.822
"Eastern Asia"	906	"35-39"	58708.399	73656.132	62258.301	47948.859	45492.045	47060.285	49367.243	39251.333	30890.688	26262.381	25780.801	25248.258	23786.878	21565.274	18946.099	16459.563	15251.768
"Eastern Asia"	906	"40-44"	56706.098	58302.75	73210.443	61915.785	47706.487	45285.18	46870.896	49193.188	39124.077	30795.983	26185.487	25711.202	25185.331	23731.497	21517.808	18906.411	16426.455
"Eastern Asia"	906	"45-49"	69578.004	56156.252	57795.148	72645.01	61485.444	47405.346	45030.988	46640.24	48979.68	38969.933	30682.329	26094.56	25628.928	25111.477	23667.272	21464.01	18862.121
"Eastern Asia"	906	"50-54"	70281.507	68530.281	55393.714	57086.519	71855.766	60887.478	46992.379	44685.569	46325.464	48685.957	38755.908	30525.795	25970.436	25517.374	25011.527	23581.42	21392.432
"Eastern Asia"	906	"55-59"	57113.78	68531.216	66997.42	54275.886	56052.539	70701.585	60019.896	46400.184	44188.271	45868.267	48250.784	38437.648	30293.352	25788.491	25354.082	24866.588	23456.462
"Eastern Asia"	906	"60-64"	45403.945	54623.774	65828.12	64618.047	52560.693	54471.002	68942.758	58709.743	45503.563	43429.358	45159.359	47571.249	37939.229	29933.47	25508.845	25105.802	24645.129
"Eastern Asia"	906	"65-69"	42158.888	41874.943	50790.55	61620.058	60934.355	49923.874	52043.351	66247.311	56689.041	44108.007	42225.776	44022.875	46474.415	37140.716	29358.544	25066.062	24709.953
"Eastern Asia"	906	"70-74"	27489.403	36640.596	36880.119	45253.552	55514.12	55576.253	46061.914	48471.778	62202.503	53600.372	41933.564	40316.871	42192.517	44705.369	35846.249	28429.478	24341.877
"Eastern Asia"	906	"75-79"	16938.785	21735.125	29433.661	30181.995	37705.884	47094.22	48051.344	40548.084	43245.542	56112.731	48817.136	38497.311	37249.001	39233.934	41816.798	33727.092	26883.504
"Eastern Asia"	906	"80-84"	10329.518	11704.643	15423.733	21266.957	22371.662	28685.705	36720.231	38474.311	33230.781	36054.258	47434.003	41778.914	33308.947	32561.555	34635.675	37278.779	30317.029
"Eastern Asia"	906	"85-89"	4871.064	5840.186	6863.468	9308.497	13127.198	14302.137	18951.437	25067.529	27131.145	24108.337	26712.024	35752.595	32009.348	25957.795	25767.701	27850.181	30391.818
"Eastern Asia"	906	"90-94"	1514.751	2024.534	2520.923	3083.581	4330.106	6308.568	7184.758	9933.963	13669.376	15382.076	14150.087	16099.649	22039.878	20247.395	16837.65	17136.914	18939.284
"Eastern Asia"	906	"95-99"	278.046	420.635	583.092	754.099	963.184	1414.598	2151.897	2587.545	3748.281	5383.183	6321.195	6051.595	7114.221	10062.672	9577.867	8262.858	8681.842
"Eastern Asia"	906	"100+"	33.511	48.091	75.09	108.682	147.08	197.278	298.723	479.676	631.414	938.345	1403.333	1772.353	1859.66	2210.481	3127.419	3366.183	3188.405
"China"	156	"0-4"	35414.307	27556.053	23225.427	22780.81	22357.194	21006.519	18954.051	16589.801	14325.739	13240.939	12733.619	12160.142	11277.985	10189.662	9170.252	8404.435	7897.329
"China"	156	"5-9"	44547.182	35339.769	27500.781	23180.344	22740.307	22320.426	20973.285	18925.195	16564.501	14303.295	13220.437	12714.672	12142.737	11262.053	10175.216	9157.326	8392.754
"China"	156	"10-14"	42277.447	44478.671	35288.929	27461.905	23148.154	22710.935	22293.543	20949.541	18904.432	16546.191	14286.89	13205.507	12700.898	12130.112	11250.613	10164.961	9148.202
"China"	156	"15-19"	40223.146	42145.255	44351.244	35176.552	27360.886	23053.219	22618.581	22207.375	20869.464	18830.334	16477.6	14223.443	13146.727	12646.444	12079.979	11204.963	10123.678
"China"	156	"20-24"	41719.27	40001.297	41930.079	44141.5	34987.712	27187.6	22888.474	22464.5	22063.375	20735.423	18706.047	16362.623	14117.347	13048.898	12556.406	11997.718	11130.429
"China"	156	"25-29"	55583.213	41461.115	39762.594	41698.978	43918.6	34791.683	27011.319	22730.223	22317.39	21926.578	20608.776	18589.457	16255.828	14019.955	12959.769	12475.101	11924.089
"China"	156	"30-34"	66631.87	55267.885	41219.635	39543.09	41489.646	43718.101	34621.883	26869.17	22605.473	22202.39	21820.278	20511.123	18500.626	16175.711	13947.92	12894.695	12416.365
"China"	156	"35-39"	50710.706	66244.535	54966.471	40997.271	39345.448	41302.805	43541.24	34482.637	26756.993	22509.66	22114.551	21739.378	20437.895	18435.28	16117.929	13897.158	12849.532
"China"	156	"40-44"	48445.588	50341.2	65826.228	54646.387	40771.343	39147.935	41118.506	43371.547	34354.61	26658.665	22427.816	22039.851	21671.212	20377.264	18382.514	16072.832	13858.705
"China"	156	"45-49"	60297.752	47966.435	49895.899	65311.722	54260.825	40506.946	38920.978	40910.474	43179.236	34213.696	26553.622	22342.812	21962.572	21601.435	20316.291	18331.09	16029.99
"China"	156	"50-54"	61611.669	59383.139	47310.359	49282.136	64602.99	53734.657	40155.004	38624.3	40637.52	42924.764	34027.538	26417.85	22235.166	21865.684	21514.31	20241.557	18268.896
"China"	156	"55-59"	49241.312	60067.235	58046.676	46348.733	48390.421	63571.493	52977.507	39658.238	38204.6	40247.285	42552.567	33755.366	26221.012	22082.204	21728.276	21392.154	20136.588
"China"	156	"60-64"	38150.981	47054.369	57676.569	55967.151	44869.551	47027.457	62003.72	51841.066	38913.288	37570.777	39646.035	41973.059	33331.512	25919.651	21850.461	21522.557	21208.174
"China"	156	"65-69"	35718.02	35068.104	43642.574	53910.633	52712.818	42568.025	44914.157	59585.455	50075.143	37742.346	36553.82	38668.225	41023.206	32643.649	25432.131	21479.418	21190.262
"China"	156	"70-74"	21546.911	30739.214	30648.328	38655.028	48383.489	47919.858	39154.326	41764.569	55913.774	47334.135	35875.806	34899.318	37055.28	39457.212	31503.291	24626.021	20856.878
"China"	156	"75-79"	12584.158	16585.605	24259.039	24719.361	31861.226	40753.816	41177.909	34277.237	37138.981	50358.852	43055.969	32889.781	32206.831	34422.73	36877.183	29622.115	23272.802
"China"	156	"80-84"	7386.473	8311.602	11334.093	17087.265	17953.891	23889.278	31481.861	32719.65	27899.764	30835.856	42481.231	36782.992	28401.207	28113.972	30352.808	32848.82	26613.332
"China"	156	"85-89"	3228.039	3924.359	4599.308	6508.603	10201.097	11182.581	15498.886	21250.571	22863.51	20072.206	22723.559	31919.123	28103.309	22073.702	22206.102	24374.519	26755.035
"China"	156	"90-94"	883.302	1225.654	1560.953	1910.92	2834.952	4692.301	5428.584	7939.924	11423.882	12812.711	11654.525	13585.507	19577.913	17701.712	14262.923	14733.749	16549.811
"China"	156	"95-99"	154.235	223.493	323.671	429.824	551.95	869.395	1530.206	1886.487	2926.1	4435.094	5210.289	4927.999	5948.278	8894.05	8337.329	6978.991	7458.076
"China"	156	"100+"	19.666	26.551	39.102	58.156	80.697	109.505	177.935	327.263	446.048	711.186	1133.159	1449.034	1506.191	1825.898	2724.153	2925.209	2714.939
"China, Hong Kong SAR"	344	"0-4"	155.782	131.891	114.954	108.454	104.3	110.748	118.698	115.613	106.946	100.166	96.709	96.161	97.34	97.478	94.56	89.785	85.333
"China, Hong Kong SAR"	344	"5-9"	191.44	157.698	133.828	116.905	110.411	106.262	112.711	120.602	117.418	108.654	101.776	98.219	97.57	98.649	98.685	95.667	90.792
"China, Hong Kong SAR"	344	"10-14"	128.857	192.923	159.198	135.339	118.425	111.935	107.789	114.171	121.985	118.725	109.886	102.932	99.298	98.572	99.574	99.532	96.437
"China, Hong Kong SAR"	344	"15-19"	141.56	136.641	200.682	166.98	143.135	126.231	119.747	115.177	121.169	128.593	124.945	115.719	108.378	104.355	103.241	103.853	103.421
"China, Hong Kong SAR"	344	"20-24"	200.13	155.507	150.606	214.597	180.938	157.122	140.239	133.14	127.868	133.153	139.868	135.518	125.591	117.548	112.822	111.001	110.907
"China, Hong Kong SAR"	344	"25-29"	245.398	213.36	168.828	163.951	227.877	194.276	170.501	153	145.239	139.301	143.909	149.948	144.929	134.336	125.625	120.227	117.733
"China, Hong Kong SAR"	344	"30-34"	245.249	255.219	223.278	178.849	174	237.856	204.32	180.113	162.129	153.871	147.432	151.529	157.055	151.532	140.439	131.222	125.317
"China, Hong Kong SAR"	344	"35-39"	244.557	251.771	261.769	229.946	185.641	180.826	244.595	210.73	186.227	167.932	159.344	152.573	156.322	161.499	155.638	144.21	134.656
"China, Hong Kong SAR"	344	"40-44"	238.626	248.43	255.695	265.729	234.063	189.93	185.163	248.58	214.591	189.93	171.456	162.665	155.683	159.203	164.15	158.07	146.432
"China, Hong Kong SAR"	344	"45-49"	242.266	240.335	250.202	257.537	267.622	236.196	192.321	187.401	250.478	216.513	191.824	173.289	164.402	157.309	160.696	165.5	159.303
