"name"	"country_code"	2015	2020	2025	2030	2035	2040	2045	2050	2055	2060	2065	2070	2075	2080	2085	2090	2095	2100
"Honduras"	340	8075	8801	9530	10254	10942	11610	12233	12816	13402	13916	14379	14777	15153	15486	15750	15985	16175	16386
"Mexico"	484	127017	136801	146142	155047	163218	170938	177999	184793	191067	196645	201496	205499	209421	212800	215873	218598	221124	223635
"Nicaragua"	558	6082	6515	6947	7365	7778	8168	8527	8873	9179	9439	9677	9852	10018	10135	10255	10344	10412	10465
"Panama"	591	3929	4289	4647	4996	5326	5661	5995	6320	6637	6949	7228	7511	7774	8036	8292	8548	8774	8971
"South America"	931	418447	442455	465027	485656	504175	521323	536384	549897	562185	572375	580581	587103	592351	596249	600072	603058	604970	608147
"Argentina"	32	43417	46111	48836	51582	54359	57140	60003	62933	65923	68910	71899	74765	77601	80477	83188	86127	89069	92169
"Bolivia (Plurinational State of)"	68	10725	11732	12791	13888	15010	16139	17304	18524	19777	20955	22193	23377	24555	25700	26799	27905	28970	29992
"Brazil"	76	207848	218886	229128	238367	246538	254090	260802	266753	271952	276560	280073	282493	283825	285312	285786	287489	288961	289516
"Chile"	152	17948	19061	20107	20975	21724	22398	23012	23577	24059	24487	24849	25134	25418	25675	25925	26093	26330	26613
"Colombia"	170	48229	50899	53339	55520	57417	58988	60404	61660	62713	63605	64242	64852	65355	65777	66239	66735	67143	67584
"Ecuador"	218	16144	17585	19029	20470	21900	23321	24765	26178	27568	28914	30214	31486	32663	33864	34925	36001	36955	37918
"Falkland Islands (Malvinas)"	238	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
"French Guiana"	254	269	309	352	399	449	501	556	614	674	735	801	868	938	1009	1083	1160	1239	1321
"Guyana"	328	767	798	834	864	888	906	923	943	966	986	1010	1031	1055	1074	1091	1111	1131	1147
"Paraguay"	600	6639	7177	7724	8252	8762	9264	9758	10260	10744	11229	11690	12165	12570	12948	13339	13736	14124	14519
"Peru"	604	31377	33801	36198	38565	40846	43115	45364	47474	49540	51456	53252	54819	56284	57670	58859	60135	61163	62197
"Suriname"	740	543	572	600	627	651	672	691	709	728	745	763	779	791	806	820	831	845	859
"Uruguay"	858	3432	3538	3641	3740	3831	3915	3998	4079	4160	4234	4304	4375	4448	4515	4572	4643	4706	4776
"Venezuela (Bolivarian Republic of)"	862	31108	33596	36039	38426	40759	43006	45227	47356	49487	51416	53318	55113	56885	58408	59920	61347	62648	64044
"NORTHERN AMERICA"	905	357838	373705	389483	404820	418798	431770	444259	456703	469578	483519	497890	512659	527560	542385	557311	572761	588594	604124
"Bermuda"	60	62	61	61	61	61	61	60	58	58	57	56	56	56	56	56	56	56	56
"Canada"	124	35940	38012	39929	41704	43309	44766	46197	47660	49092	50553	52038	53536	55087	56581	58076	59653	61230	62784
"Greenland"	304	56	57	58	59	59	59	59	59	59	59	59	59	60	60	60	61	61	62
"Saint Pierre and Miquelon"	666	6	6	7	7	7	8	8	8	8	9	9	9	9	9	9	10	10	10
"United States of America"	840	321774	335818	349919	363738	376437	388289	399725	410985	422854	435705	449568	463371	477262	490814	504793	518734	533350	549304
"OCEANIA"	909	39331	42483	45562	48618	51603	54533	57452	60472	63556	66591	69623	72553	75474	78275	81067	83932	86789	89610
"Australia/New Zealand"	927	28498	30638	32658	34626	36493	38309	40121	42031	43991	45895	47819	49685	51493	53363	55204	57091	58839	60752
"Australia"	36	23969	25898	27707	29469	31164	32817	34508	36284	38127	39953	41800	43574	45318	47097	48887	50633	52425	54276
"New Zealand"	554	4529	4783	5037	5287	5517	5735	5947	6152	6360	6577	6787	6998	7214	7432	7643	7867	8082	8287
"Melanesia"	928	9623	10682	11807	12991	14222	15488	16829	18229	19662	21136	22728	24272	25884	27550	29296	31044	32928	34627
"Fiji"	242	892	928	959	986	1011	1035	1057	1076	1097	1116	1137	1156	1174	1193	1216	1236	1255	1271
"New Caledonia"	540	263	283	303	323	343	363	382	400	419	437	454	471	487	502	518	533	548	563
"Papua New Guinea"	598	7619	8546	9542	10607	11718	12884	14101	15397	16727	18115	19595	21097	22645	24299	25917	27669	29526	31289
"Solomon Islands"	90	584	651	722	800	884	973	1065	1162	1266	1374	1487	1606	1725	1853	1981	2115	2250	2383
"Vanuatu"	548	265	299	335	373	414	457	502	551	602	656	712	768	828	891	958	1023	1089	1160
"Micronesia"	954	526	557	589	622	655	685	714	741	768	796	823	848	875	900	924	950	974	996
"Guam"	316	170	183	196	209	221	233	245	256	268	279	290	301	312	323	333	342	352	361
"Kiribati"	296	112	124	137	149	161	174	189	205	222	240	258	277	298	320	343	367	392	417
"Marshall Islands"	584	53	54	55	59	64	71	77	81	86	91	99	108	117	125	133	141	149	159
"Micronesia (Fed. States of)"	583	104	110	116	124	131	138	144	150	158	166	173	180	185	191	198	204	212	218
"Nauru"	520	10	11	11	11	11	11	12	12	12	12	12	12	12	12	12	12	12	13
"Northern Mariana Islands"	580	55	56	57	58	58	58	57	56	54	52	50	48	46	45	44	43	42	41
"Palau"	585	21	23	24	26	27	29	30	31	33	34	35	36	37	38	39	40	40	41
"Polynesia"	957	684	716	742	772	804	834	861	886	911	935	959	985	1009	1031	1052	1075	1097	1120
"American Samoa"	16	56	57	58	60	62	64	65	67	69	70	72	74	76	78	80	82	84	86
"Cook Islands"	184	21	22	23	24	24	25	26	27	28	28	29	29	30	30	31	31	31	31
"French Polynesia"	258	283	300	312	326	338	349	358	367	376	384	391	396	402	406	411	416	421	427
"Niue"	570	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	3
"Samoa"	882	193	202	211	221	235	250	265	279	294	311	330	352	374	396	418	441	467	491
"Tokelau"	772	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
"Tonga"	776	106	112	119	127	136	145	153	162	171	182	193	206	218	230	243	257	273	289
"Tuvalu"	798	10	10	11	11	12	12	13	13	13	14	15	15	16	17	17	18	19	20
"Wallis and Futuna Islands"	876	13	13	14	14	14	14	15	15	15	16	16	16	17	17	17	18	18	18
