"country"	"country_code"	"2015-2020"	"2020-2025"	"2025-2030"	"2030-2035"	"2035-2040"	"2040-2045"	"2045-2050"	"2050-2055"	"2055-2060"	"2060-2065"	"2065-2070"	"2070-2075"	"2075-2080"	"2080-2085"	"2085-2090"	"2090-2095"	"2095-2100"
"Republic of Moldova"	498	1.4793	1.6416	1.8053	1.8667	1.9224	1.9743	2.0219	2.0642	2.1014	2.1326	2.1603	2.1864	2.2069	2.2251	2.2394	2.2523	2.2659
"Romania"	642	1.7848	1.981	2.1176	2.1507	2.1789	2.2016	2.2224	2.2393	2.255	2.2668	2.2774	2.2867	2.2956	2.3015	2.3066	2.3121	2.3165
"Russian Federation"	643	1.967	2.1601	2.2922	2.3185	2.3386	2.3536	2.3659	2.3757	2.3819	2.3875	2.3942	2.3978	2.4008	2.4033	2.4059	2.4072	2.4098
"Slovakia"	703	1.6879	1.8968	2.045	2.0878	2.1235	2.1529	2.1805	2.203	2.2218	2.2381	2.2505	2.2627	2.2705	2.279	2.2891	2.2945	2.3008
"Ukraine"	804	1.805	2.0079	2.1508	2.1867	2.2153	2.2412	2.2614	2.2782	2.292	2.303	2.3134	2.3206	2.3274	2.3327	2.3385	2.3416	2.3448
"Northern Europe"	924	2.126767133	2.279014565	2.379615723	2.380172562	2.382438638	2.385496399	2.387678563	2.388017157	2.388660077	2.388580908	2.389033582	2.390223076	2.390782469	2.391249156	2.391096996	2.390896268	2.391444964
"Channel Islands"	830	1.7388	1.917	2.042	2.0656	2.0868	2.1054	2.1226	2.1373	2.1513	2.1647	2.1766	2.1863	2.1948	2.2021	2.21	2.2162	2.2215
"Denmark"	208	2.0105	2.1845	2.3035	2.3172	2.3288	2.3408	2.3476	2.3537	2.3584	2.3624	2.3654	2.3679	2.3704	2.3717	2.3742	2.3748	2.3763
"Estonia"	233	1.9056	2.1054	2.2418	2.2696	2.2906	2.3096	2.3233	2.3344	2.3433	2.3491	2.3553	2.3594	2.3631	2.3662	2.3693	2.3714	2.3733
"Finland"	246	2.0155	2.1798	2.2912	2.3018	2.3095	2.3166	2.3239	2.3288	2.3325	2.3362	2.3396	2.3411	2.3441	2.3449	2.3478	2.3485	2.3491
"Iceland"	352	2.1508	2.258	2.3276	2.305	2.2919	2.2833	2.2798	2.2785	2.2802	2.2831	2.2854	2.2923	2.2972	2.3012	2.3065	2.3113	2.3156
"Ireland"	372	2.2478	2.3863	2.4757	2.4685	2.4623	2.4571	2.4531	2.4505	2.4477	2.4452	2.4413	2.4398	2.4379	2.435	2.4337	2.4316	2.4298
"Latvia"	428	1.8014	2.0088	2.154	2.1912	2.2211	2.2445	2.2658	2.2826	2.2963	2.307	2.3159	2.3248	2.3314	2.3372	2.3417	2.3455	2.3493
"Lithuania"	440	1.8832	2.0811	2.2186	2.2505	2.2751	2.2943	2.3098	2.3229	2.3336	2.342	2.3493	2.3556	2.3602	2.3653	2.368	2.3716	2.3736
"Norway"	578	2.0619	2.2227	2.331	2.338	2.3435	2.3487	2.3529	2.3571	2.3602	2.3627	2.365	2.3675	2.3686	2.3693	2.3707	2.372	2.373
"Sweden"	752	2.1754	2.3288	2.4315	2.4342	2.4364	2.4379	2.4393	2.4424	2.4437	2.4434	2.4447	2.4447	2.445	2.4448	2.4448	2.4449	2.4445
"United Kingdom"	826	2.158	2.3016	2.3971	2.3941	2.3924	2.3916	2.3917	2.3899	2.3896	2.3887	2.3882	2.3886	2.3882	2.3885	2.3877	2.3872	2.3878
"Southern Europe"	925	1.703940638	1.88751181	2.019014041	2.049755077	2.086762678	2.127351502	2.159866094	2.182062238	2.198978831	2.212367559	2.225773584	2.240238223	2.255025573	2.266523675	2.274799436	2.279665682	2.285851647
"Albania"	8	2.0252	2.1687	2.2644	2.2645	2.2645	2.2676	2.2723	2.2756	2.2798	2.2841	2.291	2.2976	2.3041	2.3083	2.3126	2.3181	2.323
"Bosnia and Herzegovina"	70	1.4796	1.6303	1.7909	1.8531	1.9101	1.963	2.0129	2.0554	2.0933	2.1269	2.1546	2.1788	2.2011	2.2204	2.2371	2.2494	2.2609
"Croatia"	191	1.7271	1.8777	2.0085	2.0424	2.0746	2.1064	2.1334	2.1598	2.1814	2.2024	2.2186	2.2359	2.2492	2.2619	2.2724	2.2822	2.291
"Greece"	300	1.5528	1.7148	1.8685	1.9215	1.9717	2.0153	2.0566	2.0939	2.1265	2.153	2.1778	2.1991	2.2185	2.2344	2.2507	2.2633	2.2735
"Italy"	380	1.74	1.9435	2.0865	2.1235	2.1562	2.1826	2.2052	2.2252	2.2413	2.2551	2.268	2.2773	2.2871	2.294	2.3015	2.3065	2.3123
"Malta"	470	1.7382	1.9346	2.0748	2.1115	2.1444	2.1717	2.1938	2.2155	2.2346	2.2494	2.2623	2.2746	2.2841	2.2928	2.3	2.3082	2.3144
"Montenegro"	499	1.9046	2.0312	2.1344	2.1464	2.1592	2.1735	2.1898	2.2058	2.2208	2.2353	2.2481	2.261	2.2713	2.2815	2.2889	2.2965	2.3037
"Portugal"	620	1.4899	1.6476	1.8093	1.8698	1.9242	1.9759	2.0217	2.0628	2.1002	2.1327	2.1615	2.1841	2.2057	2.2235	2.24	2.2528	2.2649
"Serbia"	688	1.8447	2.0237	2.1489	2.1724	2.1936	2.2122	2.2293	2.2447	2.2567	2.2675	2.2792	2.2888	2.2961	2.3033	2.3096	2.3153	2.3205
"Slovenia"	705	1.896	2.0991	2.2373	2.2706	2.2956	2.3144	2.3293	2.3434	2.3519	2.3604	2.3673	2.3719	2.377	2.3807	2.3844	2.3866	2.3889
"Spain"	724	1.6316	1.8341	1.9791	2.0185	2.0529	2.084	2.1115	2.1341	2.1543	2.1712	2.1853	2.1995	2.2106	2.2222	2.2322	2.2395	2.2474
"TFYR Macedonia"	807	1.8033	1.9875	2.1173	2.1455	2.1702	2.1911	2.211	2.2274	2.2424	2.2552	2.2669	2.2772	2.2867	2.2954	2.3029	2.3077	2.3129
"Western Europe"	926	1.938961756	2.121203719	2.254506102	2.277598224	2.286838252	2.289219041	2.29446776	2.3082209	2.323908985	2.335242643	2.340842888	2.342337475	2.343594523	2.346392462	2.352461756	2.359064074	2.364495019
"Austria"	40	1.7768	1.9776	2.1186	2.1555	2.1841	2.2082	2.2293	2.247	2.2625	2.2751	2.2855	2.2945	2.3027	2.3085	2.316	2.3216	2.3252
"Belgium"	56	2.0813	2.2432	2.3527	2.3613	2.3673	2.373	2.3778	2.3831	2.3853	2.3876	2.3894	2.3913	2.394	2.3939	2.3953	2.3956	2.3963
"France"	250	2.2395	2.3813	2.4764	2.4719	2.4692	2.4668	2.4643	2.464	2.4628	2.4604	2.4582	2.4576	2.4572	2.4566	2.4559	2.4544	2.4538
"Germany"	276	1.6861	1.8749	2.0096	2.0417	2.069	2.0948	2.1167	2.1369	2.154	2.1682	2.1814	2.1929	2.2045	2.2138	2.2228	2.231	2.2391
"Luxembourg"	442	1.8614	2.0473	2.1768	2.202	2.2224	2.2397	2.2542	2.2666	2.2767	2.2848	2.2913	2.2983	2.301	2.3073	2.3116	2.313	2.3169
"Netherlands"	528	2.0193	2.1837	2.2957	2.3063	2.3151	2.323	2.3302	2.3368	2.3428	2.346	2.3501	2.3526	2.3548	2.3573	2.3592	2.3611	2.3624
"Switzerland"	756	1.8237	2.0163	2.1539	2.1833	2.2097	2.2308	2.2486	2.2633	2.2748	2.2857	2.2941	2.3022	2.3099	2.3159	2.3213	2.3257	2.3297
"Latin America and the Caribbean"	904	2.295495314	2.360318929	2.394325288	2.346345286	2.313332366	2.292149295	2.279806225	2.272500704	2.269791336	2.269493469	2.271979257	2.275814551	2.280551141	2.285161635	2.291158837	2.296213627	2.301367502
"Caribbean"	915	2.433932651	2.498615796	2.531131218	2.473852892	2.426649553	2.387856938	2.355580646	2.3316329	2.313270773	2.301285744	2.29161295	2.287517755	2.286402209	2.287696208	2.291476983	2.294495679	2.298559373
"Antigua and Barbuda"	28	2.2828	2.3814	2.4402	2.4056	2.3778	2.3585	2.3424	2.3348	2.3293	2.3258	2.3243	2.3237	2.3255	2.3267	2.3299	2.3297	2.3335
"Aruba"	533	1.8743	2.0133	2.1286	2.1459	2.1642	2.1829	2.1989	2.2169	2.2319	2.2471	2.2592	2.2706	2.2808	2.2902	2.2995	2.3061	2.3127
"Bahamas"	44	2.0805	2.1937	2.2719	2.2582	2.2501	2.2483	2.249	2.2531	2.2578	2.2652	2.2713	2.2765	2.2837	2.2889	2.2963	2.3022	2.3074
"Barbados"	52	2.0505	2.2101	2.3192	2.3268	2.3319	2.3386	2.3442	2.3491	2.3532	2.3562	2.3589	2.3613	2.3625	2.3636	2.3657	2.3668	2.3678
"Cuba"	192	1.8317	1.9698	2.0865	2.1048	2.1247	2.1457	2.1666	2.1872	2.2032	2.2204	2.2346	2.2488	2.262	2.2728	2.2835	2.2916	2.2982
"Curacao"	531	2.3039	2.4127	2.478	2.4505	2.4279	2.413	2.4002	2.3907	2.3829	2.3782	2.3749	2.3716	2.3706	2.3688	2.3695	2.3682	2.3671
"Dominican Republic"	214	2.6266	2.6418	2.6253	2.5289	2.4477	2.3864	2.3401	2.3087	2.2884	2.2759	2.27	2.2694	2.2709	2.2732	2.2798	2.2865	2.2923
"Grenada"	308	2.3261	2.3821	2.4048	2.3464	2.3069	2.2772	2.2608	2.2541	2.2517	2.2532	2.2583	2.2652	2.2713	2.2778	2.2845	2.2903	2.2968
"Guadeloupe"	312	2.3546	2.4485	2.5035	2.4695	2.4417	2.4227	2.4077	2.3973	2.3896	2.3842	2.3812	2.3787	2.3774	2.3759	2.3743	2.3725	2.3728
"Haiti"	332	3.097	3.0276	2.9572	2.8179	2.7057	2.6098	2.5296	2.4658	2.4138	2.3747	2.3438	2.3244	2.3105	2.3027	2.2985	2.2953	2.2967
"Jamaica"	388	2.2401	2.3162	2.3626	2.3228	2.2991	2.2838	2.2745	2.2721	2.273	2.2772	2.2799	2.2865	2.2916	2.297	2.303	2.3079	2.3124
"Martinique"	474	2.1252	2.2308	2.3121	2.3034	2.2991	2.2974	2.2984	2.3033	2.3063	2.3126	2.3175	2.3214	2.3268	2.3315	2.3354	2.3377	2.3425
"Puerto Rico"	630	1.837	1.9638	2.0714	2.0887	2.108	2.1296	2.1508	2.1706	2.1901	2.2078	2.223	2.2378	2.2516	2.2621	2.2729	2.283	2.2914
"Saint Lucia"	662	2.0718	2.1415	2.1906	2.1579	2.1456	2.1468	2.1565	2.1688	2.1837	2.1982	2.2155	2.2282	2.2418	2.255	2.2666	2.276	2.2858
"St. Vincent and the Grenadines"	670	2.1517	2.2123	2.2489	2.2116	2.1928	2.1902	2.1924	2.2	2.2099	2.2225	2.2353	2.2486	2.2594	2.2702	2.2806	2.2888	2.2963
"Trinidad and Tobago"	780	1.9796	2.09	2.1771	2.177	2.1834	2.192	2.2046	2.2181	2.2308	2.2435	2.2542	2.2661	2.2745	2.2831	2.2927	2.3	2.3059
"United States Virgin Islands"	850	2.4337	2.4851	2.5082	2.452	2.4106	2.3809	2.3606	2.3477	2.3403	2.335	2.3329	2.3328	2.3331	2.3341	2.3376	2.3386	2.3412
"Central America"	916	2.463425191	2.483990833	2.479718731	2.401343107	2.344714684	2.306295153	2.284797885	2.274114318	2.269953049	2.269402411	2.271979865	2.276221134	2.281112378	2.285680029	2.290971141	2.295516139	2.299580706
"Belize"	84	2.7117	2.7137	2.6942	2.5952	2.5121	2.4451	2.3911	2.3489	2.3179	2.2978	2.2842	2.2783	2.2744	2.2744	2.2775	2.2808	2.2838
"Costa Rica"	188	2.0145	2.1022	2.1718	2.1637	2.1663	2.1764	2.1879	2.2021	2.2151	2.2277	2.2408	2.2525	2.2649	2.2747	2.2838	2.2914	2.299
"El Salvador"	222	2.1232	2.1908	2.2294	2.1907	2.1682	2.1589	2.1612	2.1668	2.1764	2.1892	2.2023	2.2163	2.2306	2.2424	2.2546	2.265	2.2742
"Guatemala"	320	3.2832	3.2176	3.1406	2.9978	2.8797	2.7789	2.6932	2.6171	2.552	2.5017	2.4561	2.4205	2.3944	2.3699	2.3547	2.3433	2.3334
"Honduras"	340	2.5013	2.5003	2.4877	2.3997	2.3362	2.2904	2.2596	2.2393	2.2283	2.2276	2.2299	2.2342	2.2424	2.2506	2.2596	2.269	2.2769
"Mexico"	484	2.3886	2.4067	2.3988	2.3191	2.2639	2.2299	2.2157	2.2138	2.2186	2.2255	2.2368	2.2486	2.2591	2.2691	2.2782	2.2859	2.293
"Nicaragua"	558	2.4107	2.4309	2.429	2.3526	2.2961	2.2586	2.2351	2.2262	2.2248	2.2292	2.2339	2.2433	2.2516	2.26	2.2693	2.2771	2.2854
"Panama"	591	2.6074	2.6507	2.6606	2.5831	2.5191	2.4658	2.4239	2.3928	2.3712	2.3552	2.342	2.3333	2.3295	2.3259	2.3241	2.3247	2.3257
"South America"	931	2.208900779	2.29022287	2.340989681	2.307775916	2.286772631	2.275371906	2.269572503	2.265732341	2.265357765	2.266293853	2.269741129	2.274114857	2.279620336	2.2847377	2.291217145	2.296607468	2.302407181
"Argentina"	32	2.5187	2.5962	2.6306	2.5715	2.5213	2.4773	2.4434	2.415	2.3941	2.377	2.3643	2.3546	2.3481	2.3433	2.3411	2.3411	2.3401
"Bolivia (Plurinational State of)"	68	3.0806	3.0558	3.0122	2.8931	2.7917	2.7033	2.627	2.5592	2.5047	2.4554	2.419	2.3913	2.3672	2.3494	2.3376	2.3288	2.3236
"Brazil"	76	1.9939	2.091	2.1621	2.1523	2.1516	2.1586	2.1698	2.1822	2.197	2.2105	2.2252	2.2378	2.251	2.2622	2.2737	2.283	2.2919
"Chile"	152	1.9773	2.1031	2.1993	2.2008	2.2077	2.2153	2.2261	2.2389	2.2493	2.2601	2.2699	2.28	2.2887	2.2958	2.3035	2.31	2.3154
"Colombia"	170	2.0791	2.1429	2.1904	2.1654	2.1585	2.1631	2.1715	2.1852	2.1996	2.214	2.2267	2.2406	2.2538	2.2646	2.2752	2.2835	2.2926
"Ecuador"	218	2.6935	2.718	2.7115	2.6174	2.5387	2.4718	2.4196	2.3777	2.3471	2.3243	2.3107	2.3005	2.297	2.2941	2.2938	2.2955	2.2985
"French Guiana"	254	3.5336	3.5147	3.4684	3.3431	3.2366	3.142	3.0573	2.9788	2.9061	2.8388	2.7762	2.7195	2.666	2.6224	2.5841	2.5488	2.5209
"Guyana"	328	2.7241	2.7656	2.7718	2.6891	2.6157	2.5527	2.5004	2.4551	2.4205	2.3929	2.3711	2.3556	2.3436	2.3353	2.3311	2.3269	2.3263
"Paraguay"	600	2.6957	2.7215	2.7163	2.628	2.5503	2.4867	2.4366	2.3937	2.3595	2.3363	2.3176	2.3066	2.2976	2.2926	2.2925	2.2922	2.2939
"Peru"	604	2.6006	2.6251	2.6155	2.5245	2.45	2.3877	2.3439	2.3104	2.2887	2.2751	2.2698	2.2691	2.2708	2.2737	2.279	2.2848	2.2919
"Suriname"	740	2.5271	2.571	2.5788	2.5034	2.4404	2.3938	2.3607	2.3353	2.3175	2.3075	2.3014	2.2994	2.3018	2.3018	2.3052	2.3086	2.3137
"Uruguay"	858	2.2304	2.3363	2.4015	2.3727	2.3519	2.3382	2.3263	2.3214	2.3182	2.3164	2.3167	2.3176	2.3202	2.3213	2.3247	2.3271	2.3303
"Venezuela (Bolivarian Republic of)"	862	2.5316	2.5718	2.5792	2.5009	2.4364	2.3866	2.3521	2.3262	2.3078	2.2964	2.2893	2.2889	2.2897	2.2907	2.295	2.2968	2.3022
"Northern America"	905	2.11468092	2.269124147	2.377497517	2.38242689	2.387040269	2.391245982	2.396374515	2.400736323	2.404782784	2.4073534	2.40997407	2.411941767	2.413730513	2.415091541	2.416249178	2.417178784	2.417339956
"Canada"	124	1.8133	1.955	2.0765	2.097	2.1211	2.1437	2.1651	2.1861	2.2043	2.2209	2.2366	2.251	2.2628	2.2744	2.2845	2.293	2.2994
"United States of America"	840	2.1471	2.3029	2.4079	2.4109	2.4151	2.4183	2.421	2.4227	2.4249	2.426	2.4275	2.4284	2.4291	2.4292	2.4293	2.4294	2.4289
"Oceania"	909	2.600625426	2.699743168	2.742239939	2.67980192	2.626269079	2.586425329	2.557580486	2.533581227	2.50875937	2.483172573	2.458847417	2.437365289	2.420441201	2.405885909	2.394227587	2.383509626	2.374142944
"Australia/New Zealand"	927	2.132492281	2.246276859	2.321478814	2.303685964	2.291384762	2.286874481	2.285878773	2.28741685	2.288464606	2.291837278	2.295025578	2.299032775	2.304329044	2.308325074	2.313531437	2.31755105	2.321160453
"Australia"	36	2.1105	2.2265	2.3059	2.2923	2.2833	2.2805	2.2801	2.2825	2.2849	2.2896	2.2934	2.2979	2.3032	2.3071	2.3127	2.317	2.3208
"New Zealand"	554	2.2363	2.338	2.3997	2.3694	2.3463	2.3314	2.32	2.3139	2.3084	2.3061	2.3072	2.3086	2.3122	2.3159	2.3184	2.3211	2.324
"Melanesia"	928	3.691786177	3.645659931	3.574819937	3.424411259	3.293114473	3.174307552	3.072175795	2.980328734	2.899082358	2.820689578	2.749604932	2.684201172	2.626932534	2.575733835	2.531410683	2.494584519	2.464532953
"Fiji"	242	2.7304	2.768	2.7687	2.6777	2.6003	2.5356	2.4799	2.439	2.4059	2.3799	2.3605	2.3484	2.3393	2.333	2.3301	2.3278	2.3283
"New Caledonia"	540	2.2909	2.3667	2.411	2.371	2.3435	2.3226	2.311	2.304	2.303	2.3045	2.3059	2.3083	2.313	2.3159	2.319	2.3241	2.3275
"Papua New Guinea"	598	3.8341	3.7641	3.6726	3.5063	3.3644	3.2369	3.1268	3.0277	2.9408	2.8565	2.7807	2.7106	2.6496	2.5954	2.5482	2.509	2.4768
"Solomon Islands"	90	4.013	3.9098	3.7927	3.6069	3.4457	3.3025	3.1793	3.0669	2.9639	2.8708	2.782	2.7044	2.6336	2.5697	2.5175	2.4745	2.4408
"Vanuatu"	548	3.4679	3.4454	3.3988	3.2663	3.1524	3.0486	2.9543	2.8703	2.7892	2.7165	2.649	2.5898	2.5396	2.4944	2.4578	2.4266	2.4028
"Micronesia"	954	2.981598738	2.992953964	2.962613014	2.885827587	2.845937624	2.81035091	2.746013376	2.67311025	2.616921525	2.576246908	2.544105764	2.516690407	2.489274591	2.462313286	2.439229434	2.418503744	2.402212141
"Guam"	316	2.5674	2.6244	2.6428	2.5739	2.5144	2.4658	2.4289	2.3995	2.3792	2.3616	2.3491	2.3418	2.3353	2.3317	2.3293	2.3291	2.33
"Kiribati"	296	3.8284	3.7917	3.7305	3.5866	3.4584	3.3441	3.2403	3.1464	3.0594	2.9787	2.9014	2.8282	2.7607	2.6966	2.642	2.5916	2.5511
"Micronesia (Fed. States of)"	583	3.3266	3.272	3.202	3.0582	2.9367	2.8314	2.737	2.6525	2.5815	2.521	2.4673	2.426	2.3937	2.3696	2.3494	2.3359	2.3259
"Polynesia"	957	3.02670755	3.046976583	3.066862868	3.021679068	2.96312695	2.881648159	2.800100882	2.736490883	2.691353834	2.655730807	2.622479834	2.583999974	2.541149209	2.502272503	2.469863896	2.446086238	2.428959516
"French Polynesia"	258	2.2388	2.3177	2.3621	2.3227	2.2926	2.2713	2.2567	2.2513	2.249	2.2508	2.2556	2.2611	2.2666	2.2726	2.2792	2.2844	2.2911
"Samoa"	882	4.1508	4.0677	3.9643	3.7863	3.625	3.4874	3.3626	3.2481	3.1399	3.044	2.9547	2.8685	2.7871	2.7157	2.6477	2.5903	2.5438
"Tonga"	776	3.8266	3.789	3.7228	3.5758	3.4446	3.3265	3.2191	3.1203	3.033	2.9437	2.8621	2.7898	2.7218	2.6601	2.6037	2.5553	2.5144
